Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Date Captured,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,Form URI#2,Internet Media Type,Digital Origin,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Topic#5,Subject Topic URI#5,Subject Topic#6,Subject Topic URI#6,Subject Name#1,Subject Name URI#1,Subject Name#2,Subject Name URI#2,Subject Name#3,Subject Name URI#3,Subject Name#4,Subject Name URI#4,Subject Geographic#1,Subject Geographic URI#1,Subject Temporal#1,Subject Temporal URI#1,Subject Title#1,Subject Title URI#1,Subject Genre#1,Subject Genre URI#1,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Access Condition,Access Condition URI
CU Museum of Natural History: Earl Morris papers,Aerial view of temple mound partially cleared of vegetation,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,aerial photographs,http://vocab.getty.edu/page/aat/300128222,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Forest management,http://id.worldcat.org/fast/932231,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_057.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,From terrace of Temple of the Warriors before excavation,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,Title derived from 1991 inventory.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Sculpture,http://id.worldcat.org/fast/1109483,Extinct cities,http://id.worldcat.org/fast/918959,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_058.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Corner of temple showing metal and wooden supports,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Historic buildings--Conservation and restoration,http://id.worldcat.org/fast/957729,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_059.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Metal supports under north wall of Temple of the Warriors,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,Morris and crew supported the temple so that the ground below could be cleared to reveal the buried temple underneath.,,Title derived from 1991 inventory.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Historic buildings--Conservation and restoration,http://id.worldcat.org/fast/957729,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_060.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Temple steps and unexcavated rubble,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,,,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_061.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,"South half of third sculptural band, Temple of the Warriors",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,Title derived from The Temple of the Warriors by Earl H. Morris (1931) page 46.,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Sculpture,http://id.worldcat.org/fast/1109483,Stone carving,http://id.worldcat.org/fast/1133837,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_062.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Sawing sculptural faces off stones of Column 5, Temple of the Chac Mool",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1927,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"Title derived from The Temple of the Warriors by Earl H. Morris (1931), vol. 1, page 145.",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Sculpture,http://id.worldcat.org/fast/1109483,Automobiles,http://id.worldcat.org/fast/823232,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_063.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Northwest colonnade and steps, Temple of the Warriors",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,Title derived from 1991 inventory.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Columns,http://id.worldcat.org/fast/868845,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_064.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Aerial view of Temple of the Warriors after excavation and repair,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1927,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,aerial photographs,http://vocab.getty.edu/page/aat/300128222,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,Title and date derived from The Temple of the Warriors by Earl H. Morris (1931) page 169.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Historic buildings--Conservation and restoration,http://id.worldcat.org/fast/957729,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_065.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Temple of the Chacmool,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,Title derived from 1991 inventory.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,,,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_066.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Chac Mool figure,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Sculpture,http://id.worldcat.org/fast/1109483,Stone carving,http://id.worldcat.org/fast/1133837,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_067.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Chac Mool figure,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Sculpture,http://id.worldcat.org/fast/1109483,Stone carving,http://id.worldcat.org/fast/1133837,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_068.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Temple of the Chac Mool,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"Title derived from 1991 inventory: ""Excavations showing carved pillars and last increments of original fill in the Temple of the Chacmool. Can see wall of mampostereia raised upon south and east wall of older temple.""",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Ladders,http://id.worldcat.org/fast/990650,Stone carving,http://id.worldcat.org/fast/1133837,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_069.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,"Turquoise mosaic plaque, Temple of the Warriors",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,"Mosaics, Ancient",http://id.worldcat.org/fast/1026696,,,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_070.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Limestone jar enclosing turquoise mosaic plaque,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,"Interior of limestone jar after partial cleaning, showing some elements of mosaic plaque and objects of shell and jadite which lay on top. __Title and summary derived from The Temple of the Warriors by Earl H. Morris (1931) page 213.",,Title and summary derived from The Temple of the Warriors by Earl H. Morris (1931) page 213.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Storage jars,http://id.worldcat.org/fast/1133991,"Mosaics, Ancient",http://id.worldcat.org/fast/1026696,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_071.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Detail from column 6, Temple of the Chac Mool",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,Title derived from Temple of the Warriors by Earl H. Morris (1931) page 100.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Columns,http://id.worldcat.org/fast/868845,Stone carving,http://id.worldcat.org/fast/1133837,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_072.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Chac Mool figure, Temple of the Chac Mool",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,Title derived from 1991 inventory.,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Sculpture,http://id.worldcat.org/fast/1109483,Stone carving,http://id.worldcat.org/fast/1133837,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_073.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,"Cavernous area partially excavated, Temple of the Chac Mool",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,hand coloring,http://vocab.getty.edu/page/aat/300133555,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Stone carving,http://id.worldcat.org/fast/1133837,Extinct cities,http://id.worldcat.org/fast/918959,,,,,,,,,"Chichen Itza (Tinum, Yucatán, Mexico, North America) (archaeological/prehistoric site)",https://www.geonames.org/11071657,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.02_009_074.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
